Blue,Green,Red,RE1,RE2,RE3,NIR,NIR2,SWIR1,SWIR2,NDVI,BSI,SAVI,MSAVI2,EVI2,NDRE,NDWI,BI,SI1,SI2,NDSI,ClayIndex,AlOH,IronIndex,FerrousIndex,SWIR_ratio,RedEdge_ratio,CarbonateIndex,RI,CI_green,elevation,slope,aspect,hillshade,curvature,plan_curvature,profile_curvature,TWI,label_pH,label_EC,label_OC,label_N,label_P,label_K,label_Fe,label_Cu,label_B,label_Zn,lat,lon
0.09424351628980694,0.127688479180362,0.22420107783607351,0.24570364544436418,0.26413812366407974,0.2836718021527049,0.15722985565413897,0.16840227544324554,0.28229978749910684,0.1887817471838011,-0.17557889548586947,0.33645931551742236,-0.11397016993166068,-0.09502909412780247,-0.09875940927623827,0.03615725368244058,-0.10368366215271071,0.17444359023981765,0.17594477850821777,0.16919779744277463,-0.37711154320059914,1.4953764953994995,1.4953764953994995,1.7558442177025693,0.5569605880579575,1.4953764953994995,54.79537561010578,1.9242428684368924,1.7558442177025693,0.23135506557368668,8.315516640481018,0.5097331413550964,86.89387294683888,173.55755698932518,-0.24639022066495594,-3.0314294320254835,-0.8867695922117101,1.6819042779518274,7.185728618080178,0.6391845035152226,0.5064961236736948,137.23510669484878,17.20351685716549,386.15471901141666,14.92842368647089,0.5522119463703188,0.43024057589834613,1.8962499439752838,16.399911664755233,80.5368888594897
0.08782057542520157,0.11117011307443099,0.1095143935482624,0.0976286822097583,0.13982582420214446,0.1435598968753951,0.10422903831773939,0.11136787585717393,0.24540894798689095,0.139005961381986,-0.024727567811809494,0.2977729080071803,-0.011107678882672958,-0.0086848554776503,-0.009665525607268435,0.17770621603399794,0.03222424359430259,0.10834495660292062,0.1103422533113467,0.11033914769490502,-0.3764630321714586,1.7654562836518308,1.7654562836518308,0.985106433011721,0.42471572113705897,1.7654562836518308,44.573447857670814,0.8781918045220807,0.985106433011721,-0.062436517915965384,14.117660239261825,0.7870586852483864,95.12242058371076,170.73354081011445,0.2784953561344998,-1.8355106256349845,-0.09243535003298879,1.2893550972070171,6.966374842198358,0.4021060133866468,0.8125620732792014,243.41529434774364,23.97342554527683,136.05864049811177,5.802773320181429,0.5324084854449079,1.4172678752339505,0.48179179674646166,16.41335345586655,81.2997941069459
0.12750359740767928,0.15137492323986537,0.21186699344854149,0.22375941902269095,0.2471999376660015,0.25936786386931676,0.2310840532397115,0.23884418704392862,0.3263964049557462,0.21419840476549912,0.04338416150376713,0.20034067836185687,0.030569550548773087,0.026776042977819547,0.027617625060129283,0.04977185028947851,-0.20841223423524569,0.20099902981564635,0.18162095834420344,0.17908475610820154,-0.3663289758524263,1.5238040886115822,1.5238040886115822,1.3996175120288696,0.7079859022069884,1.5238040886115822,52.80657816976997,1.4781802311346293,1.3996175120288696,0.5265675997968355,13.152499178859342,1.950898624624614,125.67460681728215,172.8184741650074,-0.38465486466733756,-6.410475635078375,-1.2883080754160219,2.4092891602203106,7.109704660964173,0.4060342054332408,0.47840516292077,157.68303537199748,18.354272977246335,409.35907418365423,2.818850693182089,0.8077466309438484,0.4096990984454624,2.298491158643245,16.7615172697259,80.84068818864048
0.11883301038761598,0.15690023775321899,0.1410378190860539,0.14754710700083798,0.15615183888588394,0.1843919079160549,0.19304881510369953,0.20324448542790574,0.2969683634119213,0.19999358063016087,0.15568116332491003,0.16819092383761655,0.09353524061952516,0.07962019816334953,0.08489985605330287,0.02833309754035952,-0.10329668548056824,0.16510319604468543,0.14896902841963644,0.14875774718244875,-0.30860941909292605,1.4848894773332326,1.4848894773332326,0.8989012451841256,0.6500652557253171,1.4848894773332326,52.3076391697508,0.9403880396466185,0.8989012451841256,0.2303921132824347,23.203277519578315,0.6017735360866237,168.32140095073328,177.05192796180194,-0.6877776925117217,1.5199439454090242,-0.4944325726986021,1.8712195294219072,7.047294161023678,0.4469649282523507,0.5011491585400245,100.0,17.469397130324968,371.4959703957432,3.690543395013658,0.41284023712582457,0.37213425476854545,0.3796639339693504,16.615528333512973,81.00061906675373
0.12286871767592616,0.17731393735969778,0.21801677439236303,0.22344759409546175,0.2527663906216115,0.2967114750227084,0.24507216298705647,0.25650812997985994,0.350923298677677,0.2631312546002221,0.05842374186128009,0.21454080306748782,0.04213845815991552,0.03724326355667584,0.03825029481499034,0.06156643316974847,-0.16041774436070555,0.21527649768735688,0.1976653558760304,0.19661488417200468,-0.32865793841356117,1.333643543070694,1.333643543070694,1.229552383973606,0.6983638986368791,1.333643543070694,51.24550501176688,1.2601806571029865,1.229552383973606,0.38213705383973773,19.574164641346982,1.0492851647265347,271.7708074834496,182.6179399796409,-0.5574471771926203,0.500513086964232,-1.445364824761847,2.1947372333489,6.802661244703282,0.4058257840225271,0.4906644279943909,187.13259603331818,22.33235945761908,165.83007256529385,7.265794157509598,0.7126634810931166,1.1227196105954447,2.0221617325280206,16.507193027729866,80.81306068989142
0.11582088935529547,0.13631366396818345,0.1889986049592362,0.198598468723805,0.23240416392570304,0.23269746615420375,0.1614344498434969,0.18333542448704776,0.26395800905884687,0.18971163387842555,-0.07865740591337311,0.24061681516529496,-0.04861785703190907,-0.04043722052883547,-0.04266814903576525,0.07843500842593201,-0.08436925248444252,0.163669350884887,0.16265613446370983,0.1605088543566017,-0.3188942744972845,1.3913643758294825,1.3913643758294825,1.386497871580576,0.6115914058417778,1.3913643758294825,52.53966524425916,1.4569226806944258,1.386497871580576,0.18428663087786123,23.26891962648443,0.6039061809053974,71.64319209687945,175.749329837047,1.1137088697822766,5.051026217704557,-0.2843640695956507,1.3619070442108099,6.896514246655953,0.5223296572496389,0.5902523105065919,141.37900923732488,13.180185172083258,69.14389776082554,8.472805406289794,0.4790520482771498,1.162104181371663,1.174219131737615,15.967746985845595,80.56153821638279
0.09708720355497569,0.1423537985699038,0.17776243702078962,0.1833281486655703,0.22033052955324628,0.23489079738316523,0.2230842691013535,0.23118103173842777,0.338022851755614,0.21475924536838448,0.1130652473259653,0.23399992070261524,0.075465390125574,0.06565959960627676,0.06868134236096578,0.0916674973006529,-0.22091423267692906,0.18405676579372285,0.1600581177953467,0.1590759508943847,-0.40732423744117174,1.573961815593973,1.573961815593973,1.248736871137992,0.659968010868805,1.573961815593973,51.56549148910739,1.287834610016014,1.248736871137992,0.5671114599151807,13.77089833135801,0.7666652304587438,254.28510902485073,175.44147721865835,1.7399546122843503,-0.11444623345546427,1.3078424431660471,1.6427356466264205,7.135010905453394,1.4999300875598922,0.5489361130086672,140.39391526299798,45.0,260.58475156709306,3.210271744494226,0.6297088541835483,0.8935750628532491,2.3122291240279154,16.473290467057442,80.58106672899075
0.12703222461347802,0.13802128249688075,0.1499507869259562,0.15240288565106405,0.17440016617765122,0.21433506599513572,0.19719989788627748,0.18618608328800973,0.3046210798208605,0.20712260351034073,0.13610548067843167,0.1673588552182368,0.08366122782063344,0.07142879301486116,0.0758616396058469,0.06731051113563627,-0.17653602658763823,0.16373038065485948,0.14398603471141846,0.1438624340227044,-0.3763756276630705,1.4707283254367363,1.4707283254367363,1.0864323545852073,0.6473612988380366,1.4707283254367363,50.81763449708292,1.104198446022325,1.0864323545852073,0.4287644218255555,12.273327479337327,0.03716807516164243,347.2371455394228,181.96743243944056,0.03689052037332274,-0.3368472746346184,-0.8581581856205776,2.199642415001049,6.863519080678279,0.42718810296180054,0.4809137202441706,110.55886511295114,28.041544886575526,56.16660482158453,3.9869196613378683,0.7251212952578806,1.4739762440075783,2.0253973934298206,16.233793260741226,80.57597988637718
0.11781796870029254,0.18054602791972585,0.2130733689967835,0.22271635238808052,0.24301206474027534,0.2741389569865026,0.2217771323588544,0.24441828088057838,0.33036502167148885,0.23565031835052225,0.020015530199278975,0.230844346548528,0.013965489695062698,0.012161248889473897,0.012554809446302481,0.04357842803271084,-0.10248255235442172,0.20589821531568026,0.1968096984582547,0.19613656066078888,-0.29323889858791635,1.4019290276539391,1.4019290276539391,1.1801609343159847,0.6713093633120367,1.4019290276539391,52.26283168016238,1.2335710453131896,1.1801609343159847,0.22836893679799308,15.02003083376864,0.4090366856664689,64.89862489119781,181.311233560211,0.5799171847342556,0.7829347718056785,-0.8707333360494451,1.500011706835134,7.266275345868628,0.4132208862706443,0.35627759902134715,100.0,20.965293057910777,336.3283933730673,8.34523089741944,0.7237967345009578,0.5315554120406478,0.49899970872733607,16.3171572809588,81.05386459291304
0.10931901011189281,0.18176749437985107,0.2253816216208353,0.23260716462260042,0.25299930792694647,0.3000758144029808,0.25949283175012733,0.27087634155817913,0.3475382923425082,0.22641907828704716,0.07035060276282276,0.21673695361977,0.05195262707729668,0.046325992068666055,0.047365925390233564,0.041993145509962845,-0.17614395084147536,0.224479269352626,0.2035745580003432,0.20240319325862155,-0.31318531141701805,1.5349337828409928,1.5349337828409928,1.2399445917972607,0.7466596846093444,1.5349337828409928,51.602957452742274,1.2796961602854384,1.2399445917972607,0.4276085646416443,10.559360017331695,0.018398696054197174,182.73571633778928,188.505410097254,-0.7519197187336758,-0.9366632547077771,-0.16697185296132294,1.7979701388424933,7.170097543717223,0.4598077447334087,0.25,107.86513591890325,16.69021110929944,97.9840478247073,7.192694430925466,0.6656783560506939,1.7393548614986263,0.7167038807422076,16.437167421389475,80.54707844909512
